Shi-Tomasi,1370,21.3014,BRISK,1.62072
Shi-Tomasi,1301,17.7326,BRISK,2.24886
Shi-Tomasi,1361,16.7038,BRISK,2.3129
Shi-Tomasi,1358,16.4439,BRISK,2.26447
Shi-Tomasi,1333,15.9632,BRISK,2.25215
Shi-Tomasi,1284,15.4933,BRISK,2.31885
Shi-Tomasi,1322,16.2857,BRISK,2.16628
Shi-Tomasi,1366,16.0164,BRISK,2.40849
Shi-Tomasi,1389,16.1201,BRISK,2.14178
Shi-Tomasi,1339,15.8532,BRISK,2.28481
Shi-Tomasi,1370,16.631,BRIEF,1.2695
Shi-Tomasi,1301,16.435,BRIEF,1.18292
Shi-Tomasi,1361,16.183,BRIEF,1.27717
Shi-Tomasi,1358,15.4206,BRIEF,1.35851
Shi-Tomasi,1333,14.4314,BRIEF,1.45074
Shi-Tomasi,1284,14.7643,BRIEF,1.2183
Shi-Tomasi,1322,14.5294,BRIEF,1.40966
Shi-Tomasi,1366,14.9099,BRIEF,1.25869
Shi-Tomasi,1389,16.9333,BRIEF,1.11158
Shi-Tomasi,1339,15.5261,BRIEF,1.09324
Shi-Tomasi,1370,13.9611,ORB,1.19833
Shi-Tomasi,1301,15.1134,ORB,1.06196
Shi-Tomasi,1361,14.6034,ORB,1.10911
Shi-Tomasi,1358,15.0237,ORB,1.14362
Shi-Tomasi,1333,15.1187,ORB,1.0548
Shi-Tomasi,1284,14.7563,ORB,1.03033
Shi-Tomasi,1322,14.679,ORB,0.991084
Shi-Tomasi,1366,15.4335,ORB,0.96794
Shi-Tomasi,1389,15.1486,ORB,1.06805
Shi-Tomasi,1339,14.6132,ORB,1.03692
Shi-Tomasi,1370,14.5092,FREAK,41.6667
Shi-Tomasi,1301,14.6979,FREAK,39.6234
Shi-Tomasi,1361,11.4914,FREAK,39.3939
Shi-Tomasi,1358,11.3732,FREAK,39.3335
Shi-Tomasi,1333,11.2094,FREAK,40.164
Shi-Tomasi,1284,12.3601,FREAK,40.1074
Shi-Tomasi,1322,11.2048,FREAK,39.1103
Shi-Tomasi,1366,10.973,FREAK,38.5382
Shi-Tomasi,1389,12.5647,FREAK,39.482
Shi-Tomasi,1339,10.9375,FREAK,39.8941
AKAZE,1351,77.2183,AKAZE,59.9539
AKAZE,1327,70.7457,AKAZE,62.0328
AKAZE,1311,72.8005,AKAZE,59.0092
AKAZE,1351,70.2231,AKAZE,59.2485
AKAZE,1360,72.1792,AKAZE,57.6905
AKAZE,1347,72.3288,AKAZE,52.6483
AKAZE,1363,71.4882,AKAZE,51.5221
AKAZE,1331,63.5669,AKAZE,52.6046
AKAZE,1357,61.0915,AKAZE,54.6382
AKAZE,1331,70.3608,AKAZE,57.9094
Shi-Tomasi,1370,12.3852,SIFT,18.2015
Shi-Tomasi,1301,11.7023,SIFT,17.6761
Shi-Tomasi,1361,13.6786,SIFT,15.0833
Shi-Tomasi,1358,11.4724,SIFT,14.034
Shi-Tomasi,1333,11.6511,SIFT,14.3955
Shi-Tomasi,1284,11.5548,SIFT,14.67
Shi-Tomasi,1322,11.4296,SIFT,18.0017
Shi-Tomasi,1366,12.0994,SIFT,15.2393
Shi-Tomasi,1389,13.9523,SIFT,14.0188
Shi-Tomasi,1339,15.1209,SIFT,14.5364
Harris,465748,93.5043,BRISK,255.109
Harris,465747,94.3241,BRISK,255.662
Harris,465747,82.5976,BRISK,258.809
Harris,465749,92.0369,BRISK,256.738
Harris,465749,95.3112,BRISK,260.068
Harris,465749,82.7436,BRISK,254.72
Harris,465749,82.4755,BRISK,257.625
Harris,465748,92.6568,BRISK,254.863
Harris,465749,82.919,BRISK,257.644
Harris,465748,92.116,BRISK,258.848
Harris,465748,94.4593,BRIEF,87.9558
Harris,465747,92.4002,BRIEF,86.634
Harris,465747,92.9072,BRIEF,88.1374
Harris,465749,91.4882,BRIEF,87.4061
Harris,465749,91.2652,BRIEF,88.2206
Harris,465749,92.5841,BRIEF,87.7997
Harris,465749,92.8489,BRIEF,87.6048
Harris,465748,93.1629,BRIEF,88.7212
Harris,465749,92.2973,BRIEF,88.901
Harris,465748,91.8877,BRIEF,87.6292
Harris,465748,91.613,ORB,42.7019
Harris,465747,93.43,ORB,43.2977
Harris,465747,92.2475,ORB,42.5423
Harris,465749,91.9445,ORB,42.9722
Harris,465749,91.6923,ORB,42.9543
Harris,465749,93.9068,ORB,43.2878
Harris,465749,93.7108,ORB,43.1459
Harris,465748,91.5521,ORB,43.3088
Harris,465749,94.5992,ORB,43.2764
Harris,465748,92.516,ORB,42.7779
Harris,465748,92.2615,FREAK,234.407
Harris,465747,83.8952,FREAK,234.986
Harris,465747,81.3745,FREAK,235.854
Harris,465749,80.9038,FREAK,231.507
